time(ns),x,y,z,qw,qx,qy,qz
1718164263599896064,245.903,166.405,14.1177,0.722818,-0.00645919,0.00372269,-0.690998
1718164263699877888,245.911,166.1,14.116,0.722545,-0.00648517,0.00358824,-0.691284
1718164263799892992,245.919,165.798,14.1141,0.722238,-0.00644522,0.00328305,-0.691607
1718164263899922944,245.928,165.496,14.1122,0.721898,-0.00652328,0.00334815,-0.691961
1718164263999963904,245.935,165.195,14.1101,0.721545,-0.00628347,0.00319608,-0.692332
1718164264100016128,245.942,164.895,14.1077,0.721229,-0.00648417,0.00303358,-0.692659
1718164264200089088,245.949,164.597,14.1058,0.720969,-0.00637986,0.00280361,-0.692932
1718164264300184064,245.956,164.298,14.1043,0.720884,-0.00619818,0.00279881,-0.693022
1718164264400304896,245.963,163.999,14.1031,0.720999,-0.00590432,0.00259809,-0.692906
1718164264500434944,245.97,163.7,14.1015,0.721361,-0.00582646,0.00222779,-0.692531
1718164264600580096,245.979,163.399,14.0998,0.721843,-0.00576824,0.001926,-0.69203
1718164264700706048,245.988,163.095,14.0984,0.722625,-0.00578633,0.00142748,-0.691214
1718164264800802048,245.999,162.789,14.0969,0.723835,-0.00579895,0.000838955,-0.689948
1718164264900867072,246.011,162.48,14.0956,0.725331,-0.00589341,0.000286634,-0.688375
1718164265000891904,246.028,162.169,14.0945,0.727105,-0.00632651,5.16749e-07,-0.686497
1718164265100907008,246.047,161.857,14.0934,0.729124,-0.00708805,-0.000238231,-0.684345
1718164265200908032,246.067,161.544,14.0924,0.731331,-0.00738083,-0.000811783,-0.681982
1718164265300899072,246.088,161.232,14.092,0.733609,-0.00777009,-0.0017974,-0.679525
1718164265400878080,246.112,160.921,14.0923,0.736007,-0.0085634,-0.00292247,-0.676913
1718164265500848896,246.14,160.611,14.0937,0.738511,-0.00957714,-0.00388391,-0.674162
1718164265600816896,246.17,160.303,14.0955,0.74097,-0.010876,-0.00492358,-0.671431
1718164265700787968,246.203,159.996,14.0976,0.743284,-0.012209,-0.00587612,-0.668838
1718164265800761088,246.238,159.689,14.0998,0.745399,-0.0135601,-0.00619398,-0.666452
1718164265900749056,246.276,159.382,14.1021,0.747197,-0.0147846,-0.00590225,-0.664412
1718164266000739072,246.314,159.076,14.1036,0.748638,-0.0157631,-0.00590337,-0.662766
1718164266100741120,246.35,158.768,14.1066,0.749848,-0.0161095,-0.00619813,-0.661384
1718164266200734976,246.386,158.46,14.1123,0.750752,-0.0160037,-0.00657834,-0.660358
1718164266300717056,246.424,158.149,14.1186,0.751274,-0.0161075,-0.00619807,-0.659764
1718164266400718080,246.462,157.837,14.1251,0.751219,-0.0159183,-0.00530608,-0.65984
1718164266500717056,246.5,157.523,14.1319,0.750633,-0.0159414,-0.00399708,-0.660515
1718164266600719872,246.537,157.208,14.1379,0.749449,-0.0162078,-0.00298636,-0.661857
1718164266700719104,246.571,156.895,14.143,0.747836,-0.0173848,-0.00262588,-0.66365
1718164266800721920,246.603,156.581,14.1482,0.74584,-0.0186339,-0.00269634,-0.665859
1718164266900738048,246.63,156.263,14.1535,0.743426,-0.0189699,-0.00289558,-0.668543
1718164267000742912,246.652,155.94,14.1593,0.740632,-0.0182328,-0.00288622,-0.671657
1718164267100734976,246.672,155.613,14.1633,0.737477,-0.0177221,-0.00266136,-0.675135
1718164267200702976,246.691,155.283,14.1661,0.734125,-0.0185677,-0.00217207,-0.678757
1718164267300657920,246.706,154.948,14.1696,0.730849,-0.0187185,-0.00257194,-0.682278
1718164267400615936,246.716,154.606,14.1747,0.72757,-0.0184081,-0.00302107,-0.68578
1718164267500569088,246.724,154.254,14.1827,0.724247,-0.0173421,-0.00199128,-0.689319
1718164267600515072,246.732,153.895,14.1899,0.721466,-0.016036,-0.000600925,-0.692264
1718164267700453888,246.735,153.533,14.1942,0.719223,-0.01527,-0.000251857,-0.694612
1718164267800410880,246.738,153.165,14.1962,0.717013,-0.0155407,-0.000336868,-0.696887
1718164267900355072,246.74,152.792,14.1985,0.715398,-0.0155478,-0.000803203,-0.698543
1718164268000300032,246.741,152.411,14.2037,0.71452,-0.0153131,-0.000688923,-0.699447
1718164268100276992,246.741,152.023,14.21,0.713821,-0.0142811,-0.000509159,-0.700183
1718164268200282112,246.743,151.63,14.2111,0.71315,-0.0146244,-0.000350165,-0.700859
1718164268300285952,246.744,151.231,14.2108,0.712831,-0.0148552,-0.000651696,-0.701178
1718164268400293120,246.743,150.823,14.2128,0.712676,-0.0142116,-0.000509418,-0.701349
1718164268500314880,246.744,150.409,14.2159,0.712347,-0.0137274,7.20098e-05,-0.701694
1718164268600321024,246.743,149.988,14.2199,0.712369,-0.0124902,0.000293301,-0.701694
1718164268700346112,246.742,149.56,14.2225,0.712434,-0.0113313,0.000733251,-0.701648
1718164268800368896,246.74,149.125,14.2232,0.712493,-0.010107,0.000597503,-0.701607
1718164268900378112,246.741,148.687,14.224,0.712685,-0.00997948,0.000786352,-0.701413
1718164269000381952,246.743,148.243,14.2253,0.712865,-0.0102243,0.000366523,-0.701227
1718164269100375040,246.745,147.795,14.2262,0.713,-0.0107623,-0.00019691,-0.701082
1718164269200357120,246.747,147.341,14.2272,0.713419,-0.0110486,-0.000899984,-0.700651
1718164269300336896,246.747,146.883,14.2263,0.714021,-0.0115229,-0.0023128,-0.700025
1718164269400327936,246.749,146.421,14.2263,0.714563,-0.0119712,-0.00361662,-0.69946
1718164269500320000,246.754,145.952,14.2288,0.715007,-0.0119819,-0.00380815,-0.699005
1718164269600297984,246.759,145.479,14.2327,0.715669,-0.0114157,-0.00376392,-0.698336
1718164269700272896,246.764,145.004,14.2363,0.716467,-0.0108213,-0.00372179,-0.697527
1718164269800263936,246.772,144.525,14.2402,0.717067,-0.0102974,-0.00344607,-0.69692
1718164269900259072,246.781,144.044,14.2445,0.717596,-0.00982688,-0.00297213,-0.696384
1718164270000240896,246.789,143.562,14.2481,0.718198,-0.00932819,-0.00292708,-0.69577
1718164270100218880,246.798,143.078,14.2506,0.718868,-0.00883766,-0.00307348,-0.695083
1718164270200190976,246.807,142.593,14.2526,0.719473,-0.00828461,-0.00322976,-0.694463
1718164270300178944,246.818,142.107,14.2541,0.719842,-0.00782741,-0.00342964,-0.694085
1718164270400172032,246.831,141.62,14.2551,0.720187,-0.00755237,-0.00267435,-0.693734
1718164270500185088,246.844,141.132,14.2561,0.720628,-0.00672763,-0.00184274,-0.693287
1718164270600200960,246.856,140.645,14.2569,0.721051,-0.00587031,-0.00110745,-0.692856
1718164270700226048,246.868,140.16,14.2575,0.72128,-0.00499362,-0.000882683,-0.692625
1718164270800239104,246.88,139.678,14.2583,0.721572,-0.00412358,-0.000872559,-0.692326
1718164270900239104,246.892,139.199,14.2583,0.721949,-0.00381847,-0.00122145,-0.691934
1718164271000242944,246.908,138.724,14.2566,0.722208,-0.00433799,-0.00137944,-0.691661
1718164271100229888,246.922,138.252,14.254,0.722392,-0.00475103,-0.00188178,-0.691465
1718164271200205056,246.936,137.782,14.2518,0.722625,-0.00516924,-0.00281647,-0.691215
1718164271300162048,246.947,137.316,14.2519,0.722866,-0.0048561,-0.00432042,-0.690958
1718164271400129024,246.96,136.851,14.2531,0.723011,-0.00482962,-0.00458942,-0.690805
1718164271500101888,246.977,136.387,14.253,0.723044,-0.00460743,-0.00359563,-0.690778
1718164271600083968,246.994,135.926,14.251,0.723134,-0.00451955,-0.00237724,-0.690689
1718164271700072960,247.009,135.468,14.2493,0.72321,-0.00399662,-0.00177825,-0.690614
1718164271800054016,247.022,135.012,14.2493,0.723155,-0.00264511,-0.00111173,-0.69068
1718164271900037120,247.033,134.558,14.2504,0.723101,-0.000803523,-0.000504551,-0.690741
1718164272000026880,247.046,134.111,14.2483,0.722751,-0.000726759,-0.000525485,-0.691108
1718164272100001024,247.062,133.669,14.2444,0.722472,-0.00209656,-0.00101471,-0.691397
1718164272199984128,247.077,133.229,14.2421,0.722198,-0.00361125,-0.00131833,-0.691675
1718164272299981056,247.09,132.792,14.2402,0.721502,-0.00464405,-0.00160317,-0.692395
1718164272399990016,247.1,132.357,14.237,0.720511,-0.00540947,-0.00235968,-0.693418
1718164272500008960,247.108,131.925,14.2338,0.71943,-0.00613349,-0.00300204,-0.694531
1718164272600032000,247.114,131.496,14.2321,0.718181,-0.00645544,-0.00328061,-0.695818
1718164272700073984,247.118,131.068,14.2325,0.716451,-0.00601417,-0.00300251,-0.697605
1718164272800135936,247.119,130.644,14.2341,0.714197,-0.00563561,-0.00211332,-0.699919
1718164272900201984,247.116,130.225,14.2348,0.71153,-0.00510263,-0.00158837,-0.702636
1718164273000280064,247.107,129.814,14.2351,0.708347,-0.00442958,-0.00183922,-0.705848
1718164273100367872,247.094,129.409,14.2355,0.704469,-0.00436781,-0.00171477,-0.70972
1718164273200461056,247.078,129.011,14.2355,0.699859,-0.00472674,-0.00101195,-0.714265
1718164273300559872,247.055,128.619,14.2342,0.694817,-0.00516363,-0.000861367,-0.719168
1718164273400664064,247.023,128.234,14.2325,0.689165,-0.00540703,-0.000859524,-0.724584
1718164273500755968,246.985,127.853,14.2308,0.682692,-0.0052131,-0.000972478,-0.730687
1718164273600816128,246.939,127.476,14.2289,0.675696,-0.00521197,-0.000685669,-0.737162
1718164273700858880,246.882,127.105,14.2286,0.668003,-0.00458459,-0.00118576,-0.744144
1718164273800877056,246.817,126.74,14.229,0.659234,-0.00438428,-0.0017915,-0.751923
1718164273900892928,246.739,126.381,14.2291,0.649572,-0.00314841,-0.00310102,-0.760287
1718164274000907008,246.659,126.031,14.2302,0.639033,-0.00452285,-0.00282795,-0.769161
1718164274100908032,246.569,125.688,14.2304,0.627853,-0.00622751,-0.00410974,-0.778296
1718164274200884992,246.467,125.351,14.2291,0.61672,-0.00721505,-0.00531254,-0.787131
1718164274300860928,246.352,125.019,14.2267,0.605529,-0.00686249,-0.00705833,-0.795763
1718164274400820992,246.224,124.694,14.2249,0.594257,-0.00576942,-0.00923276,-0.804201
1718164274500798976,246.087,124.376,14.2235,0.582541,-0.00414467,-0.0121258,-0.8127
1718164274600771072,245.949,124.059,14.2247,0.570487,-0.00340637,-0.0122112,-0.821208
1718164274700707072,245.808,123.748,14.2256,0.559196,-0.00390168,-0.0110901,-0.828952
1718164274800665088,245.66,123.442,14.2303,0.547539,-0.00395121,-0.00947697,-0.836717
1718164274900635904,245.505,123.144,14.235,0.534995,-0.00439192,-0.00786083,-0.844807
1718164275000613888,245.342,122.857,14.2385,0.521467,-0.00549206,-0.00667776,-0.853227
1718164275100588032,245.167,122.58,14.2406,0.507265,-0.00636143,-0.00696892,-0.861739
1718164275200557056,244.981,122.314,14.2406,0.492731,-0.00742754,-0.00844263,-0.870109
1718164275300525056,244.786,122.053,14.2387,0.477811,-0.00936394,-0.00969042,-0.878359
1718164275400503040,244.586,121.792,14.2381,0.462153,-0.0113364,-0.00892526,-0.886683
1718164275500471040,244.376,121.535,14.2395,0.446183,-0.0127057,-0.00733887,-0.894821
1718164275600438016,244.152,121.288,14.2423,0.429531,-0.0132828,-0.00648987,-0.902931
1718164275700424960,243.916,121.052,14.2455,0.411761,-0.0131981,-0.00628652,-0.911175
1718164275800396032,243.668,120.822,14.2504,0.393782,-0.0126059,-0.00557585,-0.9191
1718164275900348928,243.411,120.6,14.2554,0.376116,-0.0119421,-0.00477282,-0.926483
1718164276000304128,243.145,120.386,14.2592,0.358352,-0.011603,-0.0038368,-0.933507
1718164276100258048,242.869,120.181,14.2616,0.340668,-0.0113519,-0.00347119,-0.940109
1718164276200207104,242.58,119.987,14.2642,0.323696,-0.0104378,-0.00390243,-0.946095
1718164276300162048,242.281,119.8,14.2675,0.307311,-0.00885005,-0.00449654,-0.951557
1718164276400133120,241.974,119.617,14.2705,0.29116,-0.0078503,-0.00373642,-0.956635
1718164276500100096,241.66,119.436,14.2717,0.275207,-0.00758811,-0.00161587,-0.961354
1718164276600051968,241.336,119.266,14.2716,0.259811,-0.00745507,-0.000792179,-0.96563
1718164276700004096,241,119.106,14.2715,0.244778,-0.00694776,-0.000407704,-0.969554
1718164276799958016,240.653,118.952,14.2724,0.230049,-0.00604107,-6.22358e-05,-0.97316
1718164276899923968,240.299,118.803,14.2722,0.215601,-0.00571509,0.00103721,-0.976464
1718164276999901952,239.937,118.663,14.2709,0.201721,-0.00611342,0.00176227,-0.979422
1718164277099915008,239.568,118.534,14.2698,0.188304,-0.00696498,0.00147658,-0.982085
1718164277199945984,239.19,118.414,14.2698,0.17548,-0.00780713,0.000702277,-0.984452
1718164277299987968,238.805,118.302,14.2694,0.163463,-0.00854683,-0.000149703,-0.986512
1718164277400045056,238.414,118.192,14.2673,0.15226,-0.00924739,0.000201246,-0.988297
1718164277500111104,238.016,118.086,14.2653,0.142216,-0.00953817,0.0010675,-0.989789
1718164277600198912,237.612,117.986,14.265,0.133441,-0.00933057,0.00160375,-0.991012
1718164277700315904,237.201,117.895,14.2678,0.125398,-0.00845724,0.00107012,-0.99207
1718164277800451072,236.784,117.81,14.2712,0.118486,-0.00746846,-0.000149676,-0.992928
1718164277900591104,236.364,117.729,14.2731,0.112537,-0.00698455,-0.00114348,-0.993622
1718164278000739072,235.939,117.645,14.2718,0.106787,-0.00723886,-0.000354789,-0.994255
1718164278100871936,235.509,117.561,14.2694,0.10096,-0.00738415,0.00133465,-0.994862
1718164278200956928,235.07,117.483,14.2687,0.0954953,-0.00680984,0.00222075,-0.995404
1718164278301006080,234.625,117.412,14.2695,0.0899772,-0.00641743,0.00237238,-0.99592
1718164278401012992,234.175,117.346,14.2701,0.084417,-0.00661151,0.00202941,-0.996407
1718164278500994048,233.72,117.285,14.2701,0.0791067,-0.00712044,0.00184639,-0.996839
1718164278600973056,233.259,117.227,14.2688,0.0738434,-0.00771752,0.0014709,-0.997239
1718164278700923904,232.791,117.171,14.2669,0.0693289,-0.00776193,0.00130745,-0.997563
1718164278800862976,232.317,117.119,14.2658,0.0658935,-0.00729634,0.00100202,-0.997799
1718164278900817920,231.84,117.066,14.2661,0.062867,-0.00688956,0.00139611,-0.997997
1718164279000779008,231.359,117.014,14.2677,0.0599257,-0.00653663,0.0020746,-0.998179
1718164279100744960,230.874,116.964,14.2695,0.057315,-0.0063178,0.00295225,-0.998332
1718164279200710912,230.387,116.918,14.2689,0.0549106,-0.00638036,0.00300106,-0.998466
1718164279300686080,229.895,116.874,14.2666,0.052375,-0.00647758,0.00341028,-0.998601
1718164279400674048,229.399,116.832,14.2655,0.049747,-0.00627477,0.00351174,-0.998736
1718164279500654080,228.899,116.793,14.2656,0.0474077,-0.00590608,0.00364707,-0.998852
1718164279600627968,228.396,116.754,14.2661,0.0452732,-0.00563247,0.00413236,-0.99895
1718164279700610048,227.89,116.716,14.2659,0.0432024,-0.00566647,0.00471401,-0.999039
1718164279800596992,227.382,116.681,14.2649,0.0412418,-0.00621883,0.00513926,-0.999117
1718164279900579072,226.872,116.648,14.2645,0.0395629,-0.00692936,0.00528615,-0.999179
1718164280000557056,226.359,116.617,14.2645,0.0382688,-0.00763866,0.0052463,-0.999225
1718164280100547072,225.845,116.586,14.265,0.0370486,-0.00821664,0.00542794,-0.999265
1718164280200550912,225.327,116.556,14.2656,0.0358221,-0.00841191,0.00546101,-0.999308
1718164280300552960,224.807,116.527,14.2659,0.034879,-0.00785303,0.00551562,-0.999345
1718164280400561920,224.284,116.496,14.2672,0.0339882,-0.00736914,0.00658542,-0.999373
1718164280500570880,223.759,116.466,14.2695,0.0329915,-0.00676834,0.00741354,-0.999405
1718164280600567040,223.231,116.438,14.2719,0.0319966,-0.00587959,0.00784878,-0.99944
1718164280700551936,222.702,116.413,14.2728,0.0311589,-0.00596011,0.00772241,-0.999467
1718164280800531968,222.172,116.388,14.2711,0.0302444,-0.00749749,0.00789812,-0.999483
1718164280900524032,221.638,116.363,14.2718,0.0290167,-0.00831564,0.00841363,-0.999509
1718164281000496128,221.101,116.34,14.2738,0.0278924,-0.00906945,0.00845328,-0.999534
1718164281100475904,220.562,116.319,14.2752,0.0266329,-0.0096829,0.00874779,-0.99956
1718164281200466944,220.02,116.299,14.2774,0.0249479,-0.00958872,0.00884937,-0.999604
1718164281300459008,219.477,116.282,14.2808,0.0232471,-0.00946314,0.00852497,-0.999649
1718164281400443904,218.933,116.269,14.2856,0.0218036,-0.00959955,0.00791242,-0.999685
1718164281500422912,218.387,116.256,14.2905,0.0205645,-0.00969154,0.00738858,-0.999714
1718164281600407040,217.842,116.243,14.2939,0.0193199,-0.0101818,0.00730159,-0.999735
1718164281700382976,217.294,116.233,14.2962,0.0183928,-0.0101697,0.0065155,-0.999758
1718164281800352000,216.746,116.223,14.2999,0.0178125,-0.00955016,0.00611621,-0.999777
1718164281900331008,216.197,116.212,14.3052,0.0169597,-0.00878311,0.00594246,-0.9998
1718164282000306944,215.649,116.201,14.3109,0.0159979,-0.0080883,0.00626425,-0.99982
1718164282100274944,215.104,116.193,14.3147,0.0153104,-0.00815632,0.00597297,-0.999832
1718164282200260096,214.561,116.186,14.3163,0.0146523,-0.0088897,0.00595519,-0.999835
1718164282300254976,214.017,116.179,14.3185,0.0135408,-0.00872789,0.0059552,-0.999852
1718164282400239104,213.472,116.173,14.3207,0.0125258,-0.00769514,0.00576232,-0.999875
1718164282500224000,212.928,116.169,14.3226,0.0117583,-0.00646423,0.00575172,-0.999893
1718164282600224000,212.384,116.164,14.3255,0.0108112,-0.00507328,0.00612085,-0.99991
1718164282700230912,211.842,116.16,14.3279,0.00974374,-0.00411515,0.0063751,-0.999924
1718164282800211968,211.302,116.159,14.3281,0.0089321,-0.00365604,0.00587853,-0.999936
1718164282900189952,210.764,116.159,14.3266,0.00810865,-0.00342969,0.00592782,-0.999944
1718164283000171008,210.227,116.159,14.3238,0.00692204,-0.00333718,0.00571238,-0.999954
1718164283100135936,209.692,116.161,14.3217,0.00582482,-0.00330405,0.00554948,-0.999962
1718164283200090880,209.158,116.165,14.3207,0.00503438,-0.00335188,0.00512248,-0.999969
1718164283300039936,208.626,116.169,14.3195,0.00429907,-0.0033332,0.00492565,-0.999973
1718164283400000000,208.095,116.174,14.3175,0.00335777,-0.00350909,0.00452928,-0.999978
1718164283499955968,207.566,116.18,14.3147,0.00253086,-0.00407015,0.0042964,-0.999979
1718164283599910912,207.038,116.187,14.3128,0.00196389,-0.00442827,0.00390935,-0.999981
1718164283699877120,206.512,116.194,14.3125,0.00166336,-0.00443788,0.00351288,-0.999983
1718164283799856128,205.987,116.201,14.3116,0.00182416,-0.0047353,0.00276882,-0.999983
1718164283899847936,205.463,116.21,14.3107,0.00238791,-0.00454269,0.00118187,-0.999986
1718164283999874048,204.941,116.214,14.3102,0.00293653,-0.00490766,0.00159544,-0.999982
1718164284099944960,204.424,116.214,14.3108,0.00317511,-0.00602648,0.00236227,-0.999974
1718164284200038912,203.908,116.214,14.3123,0.00363858,-0.00685915,0.00309398,-0.999965
1718164284300154112,203.394,116.218,14.3132,0.00425631,-0.00782174,0.00253377,-0.999957
1718164284400282880,202.883,116.225,14.3126,0.00485878,-0.00920727,0.0012328,-0.999945
1718164284500436992,202.373,116.226,14.315,0.00500747,-0.00980111,0.00133079,-0.999939
1718164284600573952,201.864,116.225,14.3206,0.00533919,-0.00965213,0.00180864,-0.999938
1718164284700685056,201.357,116.224,14.3251,0.0060465,-0.00925088,0.00231352,-0.999936
1718164284800794112,200.852,116.224,14.3285,0.0063757,-0.0085327,0.00224619,-0.999941
1718164284900873984,200.348,116.225,14.3315,0.00666274,-0.00746208,0.00187129,-0.999948
1718164285000916992,199.846,116.224,14.3346,0.0069374,-0.00596306,0.00190693,-0.999956
1718164285100924928,199.346,116.222,14.3374,0.00714002,-0.00442603,0.00235409,-0.999962
1718164285200928000,198.849,116.22,14.3382,0.00696742,-0.00378677,0.0027408,-0.999965
1718164285300929024,198.354,116.221,14.3382,0.00673071,-0.00318003,0.00260983,-0.999969
1718164285400909056,197.862,116.222,14.338,0.0067637,-0.00280068,0.00218416,-0.999971
1718164285500886016,197.372,116.223,14.3364,0.00692068,-0.00303736,0.00184881,-0.99997
1718164285600861952,196.884,116.223,14.3334,0.00686591,-0.00335379,0.0017064,-0.999969
1718164285700835072,196.398,116.222,14.3315,0.00683698,-0.00355937,0.00189082,-0.999969
1718164285800807936,195.912,116.222,14.3303,0.00706882,-0.00384554,0.00164927,-0.999966
1718164285900774912,195.426,116.221,14.3288,0.00749994,-0.00404544,0.00166932,-0.999962
1718164286000741888,194.94,116.218,14.327,0.00788061,-0.00426402,0.00180708,-0.999958
1718164286100713984,194.453,116.217,14.3249,0.00843251,-0.00463012,0.00158481,-0.999952
1718164286200690944,193.964,116.214,14.3239,0.00918757,-0.00514803,0.00159358,-0.999943
1718164286300664064,193.473,116.208,14.324,0.0100536,-0.00556572,0.00193123,-0.999932
1718164286400637952,192.981,116.203,14.3241,0.0110044,-0.00626736,0.00193445,-0.999918
1718164286500616960,192.487,116.196,14.3239,0.0119814,-0.00701357,0.00204484,-0.999902
1718164286600584960,191.99,116.188,14.3234,0.0132512,-0.00781608,0.00227269,-0.999879
1718164286700539904,191.49,116.177,14.3238,0.0148839,-0.0081922,0.00259598,-0.999852
1718164286800509952,190.985,116.164,14.3251,0.0165274,-0.00782366,0.00302614,-0.999828
1718164286900481024,190.476,116.151,14.3267,0.0181789,-0.00711304,0.00286223,-0.999805
1718164287000453888,189.964,116.135,14.3279,0.0201581,-0.00633438,0.00313093,-0.999772
1718164287100446976,189.446,116.116,14.3286,0.0220291,-0.00496383,0.00358847,-0.999739
1718164287200444928,188.924,116.095,14.3281,0.0237518,-0.00345243,0.00390607,-0.999704
1718164287300440064,188.399,116.074,14.3265,0.0255475,-0.00264355,0.0038041,-0.999663
1718164287400434944,187.871,116.052,14.3242,0.0274088,-0.00235928,0.00355023,-0.999615
1718164287500429056,187.338,116.024,14.3211,0.0288898,-0.00186742,0.00412799,-0.999572
1718164287600422912,186.802,115.997,14.3155,0.029934,-0.00206271,0.0045572,-0.999539
1718164287700410112,186.263,115.968,14.3098,0.0308233,-0.00240649,0.00475551,-0.999511
1718164287800387072,185.719,115.94,14.306,0.031662,-0.00268495,0.00481798,-0.999483
1718164287900375040,185.172,115.91,14.3031,0.0323345,-0.00319621,0.00492072,-0.99946
1718164288000369920,184.621,115.88,14.2996,0.0329793,-0.00418029,0.00471246,-0.999436
1718164288100363008,184.068,115.849,14.2957,0.0338861,-0.00508763,0.00482915,-0.999401
1718164288200364032,183.51,115.815,14.2927,0.0346535,-0.00603255,0.00516296,-0.999368
1718164288300365056,182.949,115.78,14.2913,0.0352683,-0.0065693,0.0055908,-0.999341
1718164288400355072,182.384,115.745,14.2917,0.0360404,-0.00648773,0.00568571,-0.999313
1718164288500336896,181.818,115.71,14.292,0.0369151,-0.00673238,0.00562335,-0.99928
1718164288600327936,181.248,115.673,14.2923,0.0374693,-0.00659803,0.00568022,-0.99926
1718164288700290048,180.676,115.635,14.2928,0.0380635,-0.00605516,0.00586906,-0.99924
1718164288800230912,180.104,115.597,14.2927,0.0388434,-0.00604119,0.0060008,-0.999209
1718164288900171008,179.531,115.556,14.2934,0.0394345,-0.00616784,0.00656664,-0.999182
1718164289000114944,178.956,115.517,14.2944,0.0398438,-0.00643603,0.00632937,-0.999165
1718164289100049920,178.381,115.481,14.2948,0.0404669,-0.0070974,0.00507378,-0.999143
1718164289199992064,177.803,115.438,14.2944,0.0409915,-0.00739342,0.00603748,-0.999114
1718164289299951104,177.223,115.393,14.2946,0.0411447,-0.00712859,0.00680462,-0.999105
1718164289399911936,176.641,115.349,14.2958,0.0416231,-0.00685436,0.00747728,-0.999082
1718164289499888128,176.058,115.308,14.2981,0.0421451,-0.00681466,0.00706402,-0.999063
1718164289599904000,175.475,115.265,14.2997,0.0423887,-0.00727078,0.0071518,-0.999049
1718164289699942912,174.891,115.221,14.2996,0.042497,-0.00808145,0.00719737,-0.999038
1718164289799988992,174.305,115.177,14.2999,0.0431284,-0.00843881,0.0075054,-0.999006
1718164289900068096,173.716,115.13,14.3017,0.0435731,-0.00806703,0.008,-0.998986
1718164290000161024,173.126,115.085,14.3048,0.0440097,-0.00770444,0.00803101,-0.998969
1718164290100264960,172.534,115.039,14.3079,0.0448143,-0.00714174,0.00773595,-0.99894
1718164290200412928,171.939,114.993,14.3093,0.0454812,-0.00633951,0.00744986,-0.998917
1718164290300584960,171.344,114.945,14.309,0.0459296,-0.00552319,0.00748904,-0.998901
1718164290400727040,170.747,114.896,14.3092,0.0465959,-0.00460971,0.00752061,-0.998875
1718164290500848896,170.15,114.846,14.3092,0.047329,-0.00379045,0.0077356,-0.998842
1718164290600965888,169.552,114.795,14.3075,0.0477234,-0.00350513,0.00782869,-0.998824
1718164290701053952,168.954,114.745,14.3048,0.0481458,-0.00361864,0.00739499,-0.998806
1718164290801105920,168.355,114.694,14.3012,0.0484594,-0.00362214,0.00751563,-0.99879
1718164290901131008,167.754,114.643,14.2977,0.0481619,-0.00340736,0.00777793,-0.998803
1718164291001128960,167.152,114.591,14.2947,0.0474534,-0.00337137,0.00847076,-0.998832
1718164291101120000,166.551,114.541,14.2926,0.0465265,-0.00374169,0.00871133,-0.998872
1718164291201104896,165.949,114.493,14.2906,0.0451999,-0.00427134,0.00905501,-0.998928
1718164291301088000,165.346,114.448,14.2881,0.0436451,-0.00516013,0.00897156,-0.998993
1718164291401052928,164.743,114.404,14.2858,0.0422326,-0.00620123,0.00930037,-0.999045
1718164291501022976,164.137,114.361,14.2848,0.0406221,-0.00630452,0.00969556,-0.999108
1718164291600977920,163.53,114.322,14.2848,0.0389148,-0.00596981,0.00961531,-0.999178
1718164291700931072,162.921,114.285,14.2852,0.0374205,-0.00567967,0.00963733,-0.999237
1718164291800893952,162.313,114.248,14.2862,0.0358742,-0.00553992,0.00985967,-0.999292
1718164291900852992,161.707,114.214,14.2867,0.03424,-0.00626767,0.00985365,-0.999345
1718164292000823040,161.099,114.187,14.2867,0.0327999,-0.00674449,0.00827003,-0.999405
1718164292100785920,160.492,114.157,14.2866,0.0315933,-0.00748849,0.00836115,-0.999438
1718164292200749056,159.884,114.127,14.2873,0.0301747,-0.00802484,0.00856246,-0.999476
1718164292300710912,159.276,114.1,14.2904,0.0290061,-0.00811167,0.00851771,-0.99951
1718164292400667904,158.669,114.078,14.2927,0.0281226,-0.00854077,0.00735187,-0.999541
1718164292500643072,158.062,114.054,14.2957,0.0268366,-0.00855948,0.00706095,-0.999578
1718164292600606976,157.455,114.03,14.2989,0.0256488,-0.00880422,0.00705212,-0.999607
1718164292700564992,156.849,114.008,14.3019,0.024909,-0.00848325,0.00725031,-0.999627
1718164292800546048,156.241,113.987,14.3044,0.0238725,-0.00761601,0.00726704,-0.99966
1718164292900531968,155.633,113.967,14.306,0.0229459,-0.00655574,0.00742631,-0.999688
1718164293000521984,155.025,113.947,14.3084,0.0222518,-0.00515514,0.00747622,-0.999711
1718164293100512000,154.418,113.929,14.3093,0.0215536,-0.00431585,0.00758,-0.99973
1718164293200504064,153.813,113.912,14.3089,0.020667,-0.00421285,0.00750035,-0.999749
1718164293300484096,153.21,113.895,14.3075,0.0200489,-0.00454424,0.00761704,-0.99976
1718164293400474112,152.606,113.878,14.3052,0.0194808,-0.0048236,0.00804519,-0.999766
1718164293500467968,152.002,113.862,14.3024,0.0187667,-0.00474723,0.00852231,-0.999776
1718164293600445952,151.398,113.847,14.3007,0.0183312,-0.00461761,0.00893644,-0.999781
1718164293700435968,150.795,113.832,14.3004,0.0179777,-0.0048381,0.00933089,-0.999783
1718164293800436992,150.192,113.818,14.3007,0.0173644,-0.00510535,0.00936014,-0.999792
1718164293900421120,149.59,113.806,14.2997,0.0170225,-0.00551173,0.00929297,-0.999797
1718164294000390912,148.989,113.795,14.2979,0.0169056,-0.00639197,0.00901084,-0.999796
