time(ns),x,y,z,qw,qx,qy,qz
1718164120000973056,88.4812,206.742,14.1812,0.695958,-0.00910926,0.00221506,-0.718022
1718164120100973056,88.4559,206.405,14.1937,0.695438,-0.00443646,0.00189252,-0.71857
1718164120200922880,88.4444,206.07,14.1891,0.696211,-0.00550597,0.00156979,-0.717814
1718164120300915968,88.4424,205.73,14.1773,0.696972,-0.00897526,0.0025776,-0.717038
1718164120400931072,88.4362,205.382,14.1673,0.69722,-0.0105997,0.00287541,-0.716773
1718164120500932096,88.4211,205.025,14.1639,0.697763,-0.00993912,0.0022411,-0.716256
1718164120600919040,88.4009,204.662,14.1648,0.698414,-0.00778738,0.000773791,-0.715651
1718164120700909056,88.384,204.292,14.1649,0.698864,-0.00637836,-0.000282458,-0.715226
1718164120800888064,88.3727,203.916,14.1624,0.699398,-0.0062672,-0.000283065,-0.714705
1718164120900867072,88.3643,203.534,14.1584,0.699955,-0.0067027,-4.46169e-05,-0.714156
1718164121000841984,88.3557,203.146,14.1543,0.700523,-0.00711312,0.000109028,-0.713594
1718164121100817920,88.3444,202.751,14.1518,0.701163,-0.00666344,-8.28507e-05,-0.71297
1718164121200804096,88.3333,202.349,14.1512,0.701768,-0.00594391,-0.000186531,-0.71238
1718164121300795904,88.323,201.942,14.1496,0.702368,-0.00546327,-0.000657344,-0.711792
1718164121400788992,88.3133,201.531,14.1465,0.703001,-0.00561179,-0.00138402,-0.711165
1718164121500776960,88.3042,201.114,14.1433,0.703556,-0.00565899,-0.00215056,-0.710614
1718164121600766976,88.2958,200.69,14.1408,0.70413,-0.00534401,-0.00246369,-0.710047
1718164121700775936,88.2876,200.261,14.1382,0.704655,-0.00517186,-0.00296578,-0.709525
1718164121800781056,88.2804,199.827,14.1363,0.70509,-0.00528188,-0.00348218,-0.70909
1718164121900776960,88.2739,199.389,14.135,0.705436,-0.00534706,-0.00383104,-0.708743
1718164122000755968,88.2673,198.944,14.1338,0.705795,-0.00499046,-0.00381807,-0.708388
1718164122100741120,88.2607,198.495,14.1324,0.706186,-0.00445726,-0.00383959,-0.708002
1718164122200723968,88.2553,198.042,14.1303,0.706583,-0.00449173,-0.00401557,-0.707605
1718164122300706048,88.2504,197.585,14.1286,0.706937,-0.00441336,-0.00419342,-0.707251
1718164122400688896,88.2465,197.123,14.128,0.707317,-0.00416783,-0.00381443,-0.706874
1718164122500674048,88.2423,196.656,14.1271,0.707764,-0.00366695,-0.0036152,-0.70643
1718164122600658944,88.2387,196.186,14.1249,0.708182,-0.00348018,-0.00364134,-0.706012
1718164122700632064,88.2361,195.714,14.1227,0.708559,-0.00334396,-0.0035699,-0.705634
1718164122800598016,88.2344,195.237,14.1209,0.708936,-0.00326672,-0.00335823,-0.705257
1718164122900563968,88.2334,194.758,14.1187,0.709411,-0.00328386,-0.00316167,-0.70478
1718164123000531968,88.2339,194.275,14.1157,0.709932,-0.00343513,-0.00291077,-0.704256
1718164123100506112,88.2342,193.789,14.1129,0.710483,-0.00347699,-0.00284115,-0.7037
1718164123200480000,88.2357,193.301,14.1101,0.711039,-0.00368703,-0.00259314,-0.703138
1718164123300446976,88.238,192.809,14.1075,0.711664,-0.00379258,-0.00258085,-0.702505
1718164123400434944,88.2416,192.315,14.1049,0.712278,-0.00404223,-0.00243583,-0.701881
1718164123500433920,88.2456,191.818,14.1023,0.71279,-0.00414867,-0.00236718,-0.701361
1718164123600431104,88.2504,191.317,14.099,0.713296,-0.00421786,-0.00201958,-0.700847
1718164123700410880,88.2564,190.813,14.0957,0.713753,-0.00414399,-0.00137323,-0.700384
1718164123800382976,88.2633,190.307,14.0926,0.714229,-0.00410512,-0.000755159,-0.699899
1718164123900364032,88.2697,189.801,14.0903,0.714699,-0.00408659,-0.000518424,-0.69942
1718164124000336896,88.2763,189.294,14.0886,0.715145,-0.00433301,-0.000657236,-0.698963
1718164124100311040,88.2823,188.789,14.0867,0.71563,-0.00445339,-0.00146883,-0.698464
1718164124200281088,88.2869,188.287,14.0844,0.716073,-0.00475111,-0.00325185,-0.698002
1718164124300254976,88.2914,187.786,14.082,0.716443,-0.00511361,-0.00529172,-0.697607
1718164124400224000,88.2979,187.284,14.0804,0.716842,-0.00535859,-0.00642685,-0.697186
1718164124500193024,88.3079,186.781,14.0798,0.71725,-0.00549573,-0.00626227,-0.696766
1718164124600154112,88.3191,186.278,14.0798,0.717732,-0.00531517,-0.00568705,-0.696276
1718164124700115968,88.3276,185.774,14.0817,0.718289,-0.00425931,-0.00544464,-0.695711
1718164124800082944,88.3337,185.271,14.0846,0.718815,-0.0026919,-0.00594755,-0.69517
1718164124900045056,88.3425,184.77,14.086,0.719184,-0.0019334,-0.00617768,-0.694789
1718164125000000000,88.3548,184.271,14.0856,0.719444,-0.00213103,-0.0061842,-0.694519
1718164125099952896,88.3689,183.774,14.0843,0.719694,-0.00286066,-0.00601987,-0.694259
1718164125199911936,88.3833,183.276,14.0829,0.719871,-0.00328079,-0.00547491,-0.694078
1718164125299884032,88.3967,182.779,14.0821,0.720046,-0.00314344,-0.0049491,-0.693902
1718164125399880960,88.4095,182.283,14.0813,0.72018,-0.00297342,-0.00452821,-0.693766
1718164125499895040,88.423,181.788,14.0807,0.72028,-0.00273251,-0.0038873,-0.693667
1718164125599909888,88.435,181.294,14.0802,0.720455,-0.00199994,-0.00346257,-0.69349
1718164125699950080,88.4494,180.801,14.0784,0.720577,-0.00199505,-0.00264198,-0.693367
1718164125800017920,88.4647,180.311,14.076,0.720646,-0.00237675,-0.00210406,-0.693296
1718164125900108032,88.4791,179.823,14.0736,0.720801,-0.00259933,-0.00177672,-0.693135
1718164126000221952,88.4928,179.336,14.0713,0.720958,-0.00270477,-0.00154808,-0.692972
1718164126100353024,88.5064,178.852,14.0686,0.721075,-0.00306275,-0.00175693,-0.692848
1718164126200503040,88.5214,178.37,14.0653,0.721114,-0.00388641,-0.00174148,-0.692804
1718164126300656896,88.5363,177.889,14.063,0.721036,-0.00442427,-0.00148505,-0.692882
1718164126400784896,88.5498,177.411,14.0611,0.720976,-0.00489185,-0.00156308,-0.692941
1718164126500873984,88.5634,176.935,14.0587,0.720873,-0.00543581,-0.00148633,-0.693045
1718164126600935936,88.5775,176.459,14.0569,0.720692,-0.00557565,-0.000835983,-0.693232
1718164126700968960,88.5913,175.986,14.0555,0.720557,-0.00562074,-5.83714e-05,-0.693373
1718164126800968960,88.6034,175.515,14.0541,0.720494,-0.00560455,0.000247619,-0.693438
1718164126900946944,88.6158,175.046,14.0525,0.720395,-0.0055912,0.000761219,-0.693541
1718164127000921088,88.6273,174.579,14.0512,0.720252,-0.00534699,0.00105021,-0.693691
1718164127100890880,88.639,174.115,14.0495,0.720148,-0.00562713,0.00120108,-0.693796
1718164127200864000,88.6502,173.655,14.047,0.72005,-0.00594401,0.00102251,-0.693896
1718164127300835072,88.6608,173.197,14.0442,0.719997,-0.00622168,0.000778643,-0.693949
1718164127400809984,88.6708,172.741,14.042,0.719921,-0.00656724,0.000236881,-0.694025
1718164127500785920,88.6801,172.288,14.0402,0.719858,-0.00686674,-0.000466216,-0.694087
1718164127600753920,88.6896,171.837,14.0394,0.719891,-0.00693507,-0.000786729,-0.694052
1718164127700737024,88.6994,171.389,14.0387,0.719935,-0.00728082,-0.0012397,-0.694002
1718164127800726016,88.7101,170.943,14.0379,0.719924,-0.007789,-0.00150095,-0.694007
1718164127900720128,88.7197,170.498,14.0375,0.719944,-0.00775645,-0.0016995,-0.693987
1718164128000708096,88.7279,170.056,14.0384,0.71999,-0.0074303,-0.00208336,-0.693942
1718164128100691968,88.7356,169.616,14.0397,0.72002,-0.00729224,-0.00276374,-0.693909
1718164128200687104,88.7449,169.178,14.0409,0.719965,-0.00735031,-0.00301859,-0.693965
1718164128300688896,88.7544,168.742,14.042,0.719908,-0.00734867,-0.00303328,-0.694024
1718164128400684032,88.764,168.309,14.0428,0.719881,-0.00749867,-0.00302599,-0.694051
1718164128500672000,88.7731,167.877,14.0432,0.719846,-0.00751849,-0.00300743,-0.694086
1718164128600663040,88.7819,167.446,14.044,0.719684,-0.00696477,-0.00245276,-0.694263
1718164128700658944,88.79,167.017,14.0452,0.719441,-0.00612714,-0.00180704,-0.694524
1718164128800660992,88.7971,166.591,14.0466,0.71918,-0.00547573,-0.00145155,-0.694801
1718164128900659968,88.8042,166.171,14.0476,0.718941,-0.00493192,-0.000987627,-0.695052
1718164129000653056,88.8112,165.755,14.0483,0.718749,-0.00444548,-0.000620288,-0.695255
1718164129100640000,88.8183,165.344,14.0481,0.718526,-0.00454434,-0.000556172,-0.695485
1718164129200633088,88.825,164.937,14.0468,0.718305,-0.00467952,-0.00054774,-0.695713
1718164129300623104,88.8313,164.533,14.0446,0.718132,-0.00469061,-0.000479856,-0.695891
1718164129400610048,88.8372,164.132,14.0429,0.717991,-0.00466691,-0.000412194,-0.696037
1718164129500603904,88.8437,163.734,14.0416,0.717873,-0.00469939,-0.000123531,-0.696159
1718164129600596992,88.8496,163.339,14.0401,0.71775,-0.00461865,-1.59694e-05,-0.696285
1718164129700591104,88.8547,162.947,14.0391,0.717681,-0.00435217,0.000215556,-0.696358
1718164129800583936,88.8601,162.557,14.0378,0.717598,-0.00402361,0.000609393,-0.696446
1718164129900578048,88.8659,162.17,14.0359,0.717603,-0.00391662,0.00086873,-0.696441
1718164130000579072,88.8715,161.786,14.0338,0.717678,-0.00406885,0.000904259,-0.696362
1718164130100581888,88.8777,161.405,14.0319,0.717688,-0.00427653,0.00107011,-0.696351
1718164130200582912,88.8835,161.026,14.03,0.717742,-0.0045293,0.00102459,-0.696294
1718164130300583936,88.8888,160.649,14.0281,0.717878,-0.00476645,0.000787857,-0.696152
1718164130400585984,88.895,160.275,14.0261,0.718015,-0.00529111,0.000565604,-0.696007
1718164130500587008,88.9016,159.902,14.0238,0.718154,-0.00595063,0.000322147,-0.695859
1718164130600579072,88.9085,159.53,14.0212,0.718256,-0.00640301,0.000356677,-0.695749
1718164130700566016,88.9144,159.159,14.0193,0.718386,-0.00658539,0.000137675,-0.695613
1718164130800546048,88.9203,158.788,14.0183,0.718535,-0.00673725,-2.88043e-05,-0.695458
1718164130900509952,88.9266,158.417,14.0171,0.71866,-0.0067456,-1.94542e-05,-0.695329
1718164131000460032,88.9326,158.046,14.0161,0.718814,-0.00658938,-7.55544e-05,-0.695172
1718164131100417024,88.9398,157.674,14.0155,0.718868,-0.00664084,0.000210576,-0.695115
1718164131200376064,88.9461,157.301,14.015,0.718952,-0.00648948,7.99845e-05,-0.69503
1718164131300328960,88.9514,156.929,14.014,0.719127,-0.00651602,-0.000516211,-0.694848
1718164131400283904,88.9565,156.557,14.0136,0.719197,-0.00644531,-0.00119459,-0.694776
1718164131500250880,88.9616,156.184,14.0139,0.719286,-0.00636451,-0.00193594,-0.694682
1718164131600216064,88.9676,155.81,14.0135,0.719346,-0.00672099,-0.00269838,-0.694614
1718164131700175104,88.9733,155.436,14.0132,0.719422,-0.00704429,-0.00362639,-0.694528
1718164131800136960,88.9796,155.061,14.0129,0.719519,-0.00751339,-0.00438925,-0.694419
1718164131900107008,88.9863,154.685,14.0129,0.719615,-0.00755325,-0.00476895,-0.694316
1718164132000080896,88.9928,154.307,14.0134,0.719747,-0.00746725,-0.00497517,-0.694179
1718164132100058880,88.9997,153.928,14.0147,0.719819,-0.0074437,-0.00516493,-0.694103
1718164132200038912,89.0066,153.548,14.0167,0.719911,-0.00719375,-0.00522432,-0.69401
1718164132300020992,89.0131,153.167,14.019,0.720062,-0.00684402,-0.00536304,-0.693855
1718164132400005888,89.0199,152.785,14.0216,0.720184,-0.00629181,-0.00526538,-0.693735
1718164132499994880,89.0271,152.402,14.0238,0.720295,-0.00584046,-0.00511424,-0.693624
1718164132599979008,89.0351,152.019,14.025,0.720363,-0.00577578,-0.00512309,-0.693555
1718164132699963904,89.0441,151.635,14.026,0.72041,-0.00572947,-0.00482179,-0.693508
1718164132799969024,89.0521,151.25,14.0269,0.720533,-0.00546182,-0.00476509,-0.693383
1718164132899997952,89.0606,150.863,14.0283,0.720654,-0.00523084,-0.00454615,-0.69326
1718164133000060928,89.0694,150.477,14.0298,0.720723,-0.00522774,-0.00457727,-0.693188
1718164133100155904,89.0786,150.09,14.0308,0.720782,-0.00553204,-0.00469028,-0.693124
1718164133200270080,89.0877,149.701,14.0317,0.72086,-0.00561685,-0.00480798,-0.693041
1718164133300399104,89.0968,149.311,14.0326,0.720988,-0.00560145,-0.00472879,-0.692908
1718164133400542976,89.1067,148.92,14.0327,0.721107,-0.00575849,-0.00464495,-0.692785
1718164133500680960,89.1173,148.528,14.0328,0.72125,-0.006143,-0.0045515,-0.692633
1718164133600807936,89.1283,148.135,14.0332,0.721336,-0.00633788,-0.00416479,-0.692543
1718164133700908032,89.1392,147.74,14.0345,0.721455,-0.006165,-0.0036091,-0.692425
1718164133800977920,89.1491,147.343,14.036,0.721639,-0.00566289,-0.00314955,-0.692239
1718164133901016064,89.1596,146.946,14.0369,0.721805,-0.00523681,-0.00267219,-0.692071
1718164134001027072,89.1702,146.548,14.0374,0.721913,-0.00507801,-0.00249153,-0.691961
1718164134101015040,89.1828,146.15,14.0378,0.721975,-0.00528437,-0.00183497,-0.691896
1718164134200996096,89.1953,145.75,14.0378,0.722093,-0.00540152,-0.0014377,-0.691773
1718164134300976128,89.2071,145.35,14.0376,0.72229,-0.00560653,-0.0012981,-0.691566
1718164134400951040,89.2186,144.949,14.037,0.722404,-0.00546964,-0.0012131,-0.691448
1718164134500914944,89.2305,144.548,14.0359,0.722512,-0.0056711,-0.00126531,-0.691334
1718164134600878080,89.2429,144.148,14.0351,0.722639,-0.00619479,-0.00135057,-0.691196
1718164134700840960,89.2562,143.748,14.0346,0.722801,-0.00651447,-0.0010464,-0.691025
1718164134800802048,89.27,143.349,14.0341,0.722973,-0.00686283,-0.000682971,-0.690842
1718164134900774912,89.2831,142.95,14.0342,0.723162,-0.00701807,-0.000493081,-0.690642
1718164135000759040,89.2951,142.552,14.034,0.72331,-0.00697102,-0.000657653,-0.690488
1718164135100758016,89.3078,142.155,14.0335,0.723382,-0.00718916,-0.000639712,-0.69041
1718164135200762880,89.3204,141.759,14.0338,0.723504,-0.00713921,-0.00068676,-0.690283
1718164135300758016,89.3331,141.365,14.0345,0.723697,-0.00718541,-0.000706859,-0.69008
1718164135400741120,89.3469,140.971,14.0345,0.723795,-0.00732146,-0.000480882,-0.689976
1718164135500712960,89.3607,140.579,14.0345,0.723903,-0.00749782,-0.000359726,-0.689861
1718164135600687104,89.3745,140.188,14.0345,0.724001,-0.00784692,-0.000358126,-0.689755
1718164135700656896,89.3876,139.798,14.0348,0.724133,-0.00780625,-0.000433445,-0.689616
1718164135800630016,89.4007,139.409,14.0349,0.724295,-0.00762821,-0.000345967,-0.689448
1718164135900601088,89.4138,139.022,14.0353,0.72444,-0.00756812,-0.000397893,-0.689296
1718164136000578048,89.4269,138.636,14.0358,0.724577,-0.00741849,-0.000428246,-0.689154
1718164136100552960,89.4408,138.252,14.0364,0.72463,-0.00779306,-0.000662771,-0.689094
1718164136200524032,89.4552,137.87,14.0378,0.724759,-0.00833137,-0.000881993,-0.688951
1718164136300499968,89.4698,137.489,14.039,0.724938,-0.00873981,-0.00106878,-0.688758
1718164136400488960,89.4845,137.11,14.0396,0.725083,-0.00936823,-0.00137686,-0.688597
1718164136500478976,89.4982,136.731,14.0404,0.725142,-0.00976666,-0.00191172,-0.688527
1718164136600470016,89.5121,136.351,14.0408,0.72514,-0.0100254,-0.0022891,-0.688525
1718164136700460032,89.5254,135.972,14.0414,0.725108,-0.010168,-0.00271065,-0.688554
1718164136800456960,89.5395,135.59,14.0437,0.725088,-0.0101421,-0.00264154,-0.688577
1718164136900450048,89.5538,135.207,14.0464,0.725019,-0.00986198,-0.00230426,-0.688655
1718164137000449024,89.5677,134.822,14.049,0.724949,-0.00938054,-0.00187213,-0.688736
1718164137100433920,89.5814,134.436,14.0513,0.724812,-0.00893082,-0.00154329,-0.688887
1718164137200419072,89.595,134.048,14.0529,0.724759,-0.00853998,-0.00121219,-0.688949
1718164137300407040,89.6085,133.658,14.0534,0.724729,-0.00770478,-0.000632945,-0.68899
1718164137400388096,89.6221,133.266,14.054,0.72461,-0.00697173,9.31626e-05,-0.689124
1718164137500368896,89.6356,132.874,14.0549,0.724491,-0.0063062,0.0005738,-0.689255
1718164137600350976,89.6494,132.482,14.0552,0.724364,-0.00617648,0.00085047,-0.689389
1718164137700339968,89.6626,132.091,14.0549,0.724288,-0.00613693,0.000707947,-0.68947
1718164137800329984,89.6765,131.7,14.0549,0.724278,-0.00623322,0.000863073,-0.68948
1718164137900321024,89.691,131.309,14.0534,0.724182,-0.00664531,0.000888386,-0.689576
1718164138000310016,89.705,130.919,14.0505,0.724073,-0.00713884,0.00079764,-0.689686
1718164138100304896,89.7183,130.527,14.0478,0.723872,-0.00725581,0.00073803,-0.689896
1718164138200282112,89.731,130.136,14.0466,0.723752,-0.0071287,0.000738051,-0.690023
1718164138300251904,89.7437,129.744,14.0463,0.723677,-0.00690469,0.000955642,-0.690103
1718164138400220928,89.7561,129.352,14.046,0.723517,-0.00630324,0.0013118,-0.690276
1718164138500192000,89.7688,128.961,14.0452,0.723373,-0.00588232,0.00186547,-0.69043
1718164138600154112,89.7815,128.571,14.044,0.723168,-0.00568774,0.00216925,-0.690645
1718164138700096000,89.7939,128.181,14.0422,0.72308,-0.00560779,0.00235266,-0.690738
1718164138800037120,89.8065,127.792,14.0399,0.722975,-0.00565325,0.00250757,-0.690847
1718164138899984896,89.8194,127.403,14.0383,0.722829,-0.00599564,0.00257773,-0.690996
1718164138999934976,89.8313,127.013,14.0367,0.722706,-0.0063537,0.00225868,-0.691122
1718164139099896064,89.8436,126.622,14.0344,0.722562,-0.00688863,0.00208928,-0.691269
1718164139199883008,89.855,126.232,14.0321,0.722442,-0.00743004,0.00143519,-0.69139
1718164139299887104,89.8665,125.839,14.0299,0.722399,-0.00782394,0.00107073,-0.691431
1718164139399909120,89.878,125.444,14.0276,0.722287,-0.0078827,0.00096079,-0.691547
1718164139499952896,89.8894,125.048,14.0256,0.722148,-0.00786266,0.00100899,-0.691693
1718164139600023040,89.9012,124.649,14.0246,0.721999,-0.00761986,0.00139452,-0.691851
1718164139700101120,89.9126,124.25,14.0235,0.72193,-0.00741152,0.00165292,-0.691924
1718164139800188928,89.924,123.85,14.0235,0.721874,-0.00707832,0.00195796,-0.691985
1718164139900284928,89.9338,123.451,14.0242,0.72178,-0.00660364,0.00177348,-0.692089
1718164140000391936,89.9427,123.054,14.0241,0.721643,-0.00655848,0.000899396,-0.692234
1718164140100509952,89.9517,122.658,14.0232,0.721549,-0.00668738,1.23821e-05,-0.692331
1718164140200633088,89.9609,122.264,14.0217,0.721513,-0.00691594,-0.000831527,-0.692366
1718164140300761088,89.971,121.869,14.0199,0.721508,-0.0070966,-0.00139319,-0.692368
1718164140400872960,89.9808,121.477,14.0187,0.721489,-0.00710115,-0.00172232,-0.692388
1718164140500953088,89.99,121.087,14.0184,0.721503,-0.00706887,-0.00227014,-0.692371
1718164140601001984,89.9989,120.699,14.0197,0.721545,-0.00662465,-0.00253498,-0.692331
1718164140701021952,90.0035,120.32,14.0237,0.721727,-0.00609382,-0.00493192,-0.692133
1718164140801018880,90.015,119.946,14.0284,0.721834,-0.00785578,-0.00548087,-0.691999
1718164140901014016,90.0259,119.567,14.029,0.72162,-0.00723026,-0.00516952,-0.692232
1718164141000975104,90.035,119.188,14.0257,0.721725,-0.00541859,-0.003651,-0.692149
1718164141100947968,90.0435,118.811,14.0217,0.721737,-0.00365288,-0.00257029,-0.692153
1718164141200922880,90.0522,118.44,14.0205,0.721797,-0.0029023,-0.00251965,-0.692094
1718164141300898048,90.0612,118.071,14.0218,0.721908,-0.00286589,-0.00302006,-0.691977
1718164141400887040,90.0691,117.701,14.0337,0.721869,-0.000393987,-0.00157725,-0.692028
1718164141500869888,90.0803,117.333,14.0383,0.721724,-0.000696952,-0.00150271,-0.692179
1718164141600846080,90.09,116.97,14.0287,0.721719,-0.00305841,-0.00373241,-0.69217
1718164141700825088,90.0992,116.603,14.0163,0.721654,-0.0053588,-0.00625853,-0.692205
1718164141800785920,90.1085,116.226,14.0122,0.721477,-0.00563619,-0.00699597,-0.69238
1718164141900734976,90.1177,115.84,14.0161,0.721394,-0.00455177,-0.0062576,-0.692482
1718164142000670976,90.1275,115.452,14.0202,0.721305,-0.00403505,-0.00564443,-0.692583
1718164142100613120,90.1384,115.063,14.0204,0.721113,-0.00437719,-0.00555861,-0.692782
1718164142200549888,90.149,114.671,14.0189,0.721065,-0.00483035,-0.0056223,-0.692828
1718164142300493056,90.1588,114.275,14.0182,0.721074,-0.00461439,-0.00550964,-0.692821
1718164142400451072,90.1685,113.876,14.0188,0.721027,-0.00417586,-0.00506927,-0.692876
1718164142500413952,90.1782,113.475,14.0196,0.720982,-0.00381269,-0.00473219,-0.692927
1718164142600380928,90.1888,113.075,14.0204,0.720899,-0.00378413,-0.00430903,-0.693016
1718164142700344064,90.2004,112.673,14.0205,0.720915,-0.0037582,-0.00356358,-0.693005
1718164142800300032,90.2114,112.27,14.0199,0.720988,-0.00340518,-0.00284573,-0.692933
1718164142900272128,90.2209,111.868,14.019,0.720993,-0.00306855,-0.00264307,-0.69293
1718164143000246016,90.2305,111.466,14.0178,0.720896,-0.00328951,-0.00282403,-0.693029
1718164143100199936,90.2408,111.065,14.0173,0.720832,-0.00381917,-0.00316059,-0.693092
1718164143200154112,90.2516,110.662,14.0172,0.72094,-0.00435743,-0.00323118,-0.692976
1718164143300108032,90.2623,110.256,14.0163,0.72099,-0.00477577,-0.00335652,-0.692921
1718164143400060928,90.2721,109.849,14.0139,0.720931,-0.00503595,-0.0037549,-0.692979
1718164143500003072,90.281,109.437,14.0113,0.720904,-0.00492826,-0.00402141,-0.693006
1718164143599944960,90.2911,109.023,14.0102,0.72089,-0.00494616,-0.00386776,-0.693021
1718164143699888896,90.3019,108.607,14.0109,0.720939,-0.00479659,-0.00353202,-0.692973
1718164143799853056,90.3132,108.187,14.0121,0.721004,-0.00456603,-0.00284483,-0.69291
1718164143899849984,90.324,107.765,14.0122,0.720993,-0.00429087,-0.00238606,-0.692925
1718164143999867904,90.3338,107.343,14.0112,0.721004,-0.00436867,-0.00268635,-0.692911
1718164144099898880,90.345,106.92,14.0096,0.721093,-0.0053045,-0.00321739,-0.692811
1718164144199950080,90.3575,106.495,14.0089,0.721213,-0.00618263,-0.00342236,-0.692677
1718164144300026112,90.3696,106.067,14.0089,0.721298,-0.00647368,-0.00328843,-0.692587
1718164144400125952,90.3794,105.637,14.0086,0.721302,-0.00639085,-0.00365194,-0.692581
1718164144500239104,90.3898,105.207,14.0078,0.721293,-0.00674868,-0.00405566,-0.692585
1718164144600357120,90.4015,104.775,14.0077,0.721403,-0.00724212,-0.00419858,-0.692465
1718164144700487936,90.4159,104.342,14.0097,0.721467,-0.00779541,-0.00334285,-0.692397
1718164144800599040,90.431,103.908,14.0126,0.721459,-0.0087838,-0.00268198,-0.692397
1718164144900700928,90.4429,103.476,14.0145,0.721505,-0.00959523,-0.00335275,-0.692334
1718164145000782080,90.4525,103.042,14.0159,0.721648,-0.00995915,-0.00428939,-0.692175
1718164145100837888,90.4635,102.605,14.0173,0.721732,-0.00992119,-0.00457027,-0.692086
1718164145200869888,90.476,102.165,14.0184,0.72178,-0.00958964,-0.00406858,-0.692044
1718164145300872960,90.4896,101.722,14.0192,0.721815,-0.00949167,-0.00306721,-0.692015
1718164145400860928,90.5038,101.278,14.0215,0.721823,-0.00913686,-0.00220934,-0.692014
1718164145500829952,90.5167,100.832,14.0256,0.722096,-0.00850279,-0.00122872,-0.69174
1718164145600814080,90.5297,100.383,14.0288,0.722202,-0.00770928,-0.000382844,-0.69164
1718164145700796928,90.5427,99.9347,14.0291,0.722208,-0.00735216,2.80423e-05,-0.691637
1718164145800755968,90.5547,99.4856,14.0271,0.722312,-0.00735132,-0.000256099,-0.691528
1718164145900719104,90.5673,99.0351,14.0255,0.72242,-0.00757655,-0.000650028,-0.691413
1718164146000688128,90.58,98.5813,14.0253,0.722526,-0.00736944,-0.000648254,-0.691304
1718164146100665088,90.5931,98.1255,14.0256,0.722536,-0.00722938,-0.000568365,-0.691295
1718164146200652032,90.6055,97.6685,14.0248,0.722504,-0.00721067,-0.00095991,-0.691329
1718164146300652032,90.6181,97.2104,14.0235,0.722586,-0.00751551,-0.00154207,-0.691239
1718164146400665088,90.6326,96.7499,14.0231,0.72271,-0.00799844,-0.00160333,-0.691103
1718164146500674048,90.6473,96.287,14.0231,0.722719,-0.00819966,-0.0014741,-0.691091
1718164146600675072,90.6611,95.8219,14.023,0.722724,-0.00811668,-0.00136634,-0.691088
1718164146700669952,90.6742,95.3552,14.0225,0.722816,-0.00789791,-0.00147979,-0.690994
1718164146800666112,90.6875,94.8869,14.0227,0.722989,-0.00776287,-0.00161171,-0.690814
1718164146900666112,90.7013,94.4165,14.024,0.723031,-0.00740056,-0.0015271,-0.690775
1718164147000668928,90.7162,93.9445,14.0247,0.723026,-0.00746421,-0.00118168,-0.690779
1718164147100662016,90.7312,93.4714,14.0244,0.723089,-0.00749429,-0.00115259,-0.690713
1718164147200649984,90.7459,92.996,14.0234,0.723283,-0.00737085,-0.000968715,-0.690512
1718164147300641024,90.7606,92.5187,14.0227,0.723333,-0.00712355,-0.000808241,-0.690462
1718164147400623104,90.7751,92.0402,14.0226,0.723352,-0.00702175,-0.000872812,-0.690443
1718164147500612096,90.7893,91.5601,14.0226,0.723446,-0.00679353,-0.000963294,-0.690347
1718164147600603904,90.8049,91.0778,14.0219,0.723564,-0.0065271,-0.000632254,-0.690226
1718164147700600064,90.8207,90.5944,14.0203,0.723629,-0.00633272,-0.000340076,-0.69016
1718164147800595968,90.8362,90.1106,14.0186,0.723615,-0.00643721,-0.000334163,-0.690173
1718164147900591104,90.852,89.6268,14.018,0.723588,-0.00667185,-0.000412337,-0.690199
1718164148000571904,90.8682,89.1427,14.0181,0.723632,-0.00699956,-0.000297398,-0.690151
1718164148100551936,90.8848,88.6579,14.0172,0.72358,-0.00721556,-4.54588e-06,-0.690202
1718164148200538112,90.9011,88.1731,14.0149,0.723442,-0.00743434,0.000468605,-0.690345
1718164148300527104,90.9174,87.6893,14.0124,0.723326,-0.00785599,0.000623903,-0.690462
1718164148400524032,90.9356,87.2074,14.0123,0.723312,-0.00913175,0.000909717,-0.690461
1718164148500531968,90.9511,86.7267,14.0146,0.723199,-0.00976669,0.000185022,-0.690571
1718164148600531968,90.9643,86.2489,14.0165,0.723069,-0.0106657,-0.00117305,-0.690692
1718164148700528896,90.9766,85.7703,14.0164,0.722979,-0.0109577,-0.00241272,-0.690779
1718164148800516096,90.9917,85.2899,14.0148,0.723076,-0.0111292,-0.00220943,-0.690676
1718164148900508928,91.0107,84.8078,14.0142,0.722984,-0.0113303,-0.000589485,-0.690772
1718164149000485120,91.0289,84.325,14.0161,0.722889,-0.0106838,0.00134837,-0.69088
1718164149100454912,91.042,83.8426,14.0203,0.723032,-0.00895517,0.00271226,-0.690751
1718164149200423936,91.0523,83.3644,14.0223,0.723036,-0.0075315,0.00224366,-0.690765
1718164149300400896,91.065,82.8889,14.0225,0.722946,-0.00733661,0.0019341,-0.690863
1718164149400375040,91.0803,82.415,14.0214,0.722805,-0.00785864,0.00199234,-0.691005
1718164149500331008,91.0956,81.9421,14.0187,0.722788,-0.00852446,0.00188121,-0.691015
1718164149600284928,91.1105,81.4695,14.0156,0.72279,-0.00897968,0.00180485,-0.691007
1718164149700240896,91.1234,80.9968,14.014,0.722737,-0.00879549,0.0014245,-0.691066
1718164149800206080,91.1361,80.5239,14.0138,0.722629,-0.00838689,0.00161243,-0.691183
